"","...1","ID","stim_ID","GW","GAL","NGW","NGL","jitter1","jitter2","RT","outcomefeed","condition","session","response","GoResponse","Cue","req_action","correct","trial_number","block","TrialCount","feedback","OutValence","salient","followup_beha","correct_feedback","followup_response","next_action","next_action_binary"
"4032",16213,"SSCF0384",12,12,9,10,11,1773,592,827,1,"c.ai",3,"press",1,"GW","Go",1,213,3,12,"win","Win","win","press",1,"press","press",1
"4033",16217,"SSCF0384",12,12,9,10,11,1491,878,737,1,"c.ai",3,"press",1,"GW","Go",1,217,3,13,"win","Win","win","press",1,"press","press",1
"4034",16220,"SSCF0384",12,12,9,10,11,1321,781,558,1,"c.ai",3,"press",1,"GW","Go",1,220,3,14,"win","Win","win","press",1,"press","press",1
"4035",16223,"SSCF0384",12,12,9,10,11,1892,913,527,1,"c.ai",3,"press",1,"GW","Go",1,223,3,15,"win","Win","win","press",1,"press","press",1
"4036",16232,"SSCF0384",12,12,9,10,11,1761,545,586,0,"c.ai",3,"press",1,"GW","Go",1,232,3,16,"neutral","Win",NA,"press",0,NA,"press",1
"4037",16234,"SSCF0384",12,12,9,10,11,1962,567,492,1,"c.ai",3,"press",1,"GW","Go",1,234,3,17,"win","Win","win","press",1,"press","press",1
"4038",16235,"SSCF0384",12,12,9,10,11,1929,788,509,0,"c.ai",3,"press",1,"GW","Go",1,235,3,18,"neutral","Win",NA,"press",0,NA,"press",1
"4039",16239,"SSCF0384",12,12,9,10,11,3457,539,438,1,"c.ai",3,"press",1,"GW","Go",1,239,3,19,"win","Win","win","press",1,"press","press",1
"4040",16240,"SSCF0384",12,12,9,10,11,2185,810,510,1,"c.ai",3,"press",1,"GW","Go",1,240,3,20,"win","Win","win","press",1,"press",NA,NA
"4041",16245,"SSCF0384",14,14,13,16,15,1946,871,667,0,"c.ai",3,"press",1,"GW","Go",1,245,4,1,"neutral","Win",NA,"no_press",0,NA,"no_press",0
"4042",16251,"SSCF0384",14,14,13,16,15,1783,954,0,0,"c.ai",3,"no_press",0,"GW","Go",0,251,4,2,"neutral","Win",NA,"press",1,"press","press",1
"4043",16256,"SSCF0384",14,14,13,16,15,1768,969,838,1,"c.ai",3,"press",1,"GW","Go",1,256,4,3,"win","Win","win","press",1,"press","press",1
"4044",16264,"SSCF0384",14,14,13,16,15,2071,684,1053,1,"c.ai",3,"press",1,"GW","Go",1,264,4,4,"win","Win","win","press",1,"press","press",1
"4045",16271,"SSCF0384",14,14,13,16,15,1000,717,570,1,"c.ai",3,"press",1,"GW","Go",1,271,4,5,"win","Win","win","press",1,"press","press",1
"4046",16276,"SSCF0384",14,14,13,16,15,1803,587,573,0,"c.ai",3,"press",1,"GW","Go",1,276,4,6,"neutral","Win",NA,"press",0,NA,"press",1
"4047",16277,"SSCF0384",14,14,13,16,15,1649,651,602,1,"c.ai",3,"press",1,"GW","Go",1,277,4,7,"win","Win","win","press",1,"press","press",1
"4048",16280,"SSCF0384",14,14,13,16,15,1430,738,587,1,"c.ai",3,"press",1,"GW","Go",1,280,4,8,"win","Win","win","press",1,"press","press",1
"4049",16287,"SSCF0384",14,14,13,16,15,1982,981,568,1,"c.ai",3,"press",1,"GW","Go",1,287,4,9,"win","Win","win","press",1,"press","press",1
"4050",16293,"SSCF0384",14,14,13,16,15,2125,594,820,1,"c.ai",3,"press",1,"GW","Go",1,293,4,10,"win","Win","win","press",1,"press","press",1
"4051",16295,"SSCF0384",14,14,13,16,15,1676,999,488,1,"c.ai",3,"press",1,"GW","Go",1,295,4,11,"win","Win","win","press",1,"press","press",1
"4052",16300,"SSCF0384",14,14,13,16,15,1742,581,474,0,"c.ai",3,"press",1,"GW","Go",1,300,4,12,"neutral","Win",NA,"press",0,NA,"press",1
"4053",16301,"SSCF0384",14,14,13,16,15,1000,992,537,1,"c.ai",3,"press",1,"GW","Go",1,301,4,13,"win","Win","win","press",1,"press","press",1
"4054",16303,"SSCF0384",14,14,13,16,15,2103,881,441,1,"c.ai",3,"press",1,"GW","Go",1,303,4,14,"win","Win","win","press",1,"press","press",1
"4055",16305,"SSCF0384",14,14,13,16,15,2527,925,479,1,"c.ai",3,"press",1,"GW","Go",1,305,4,15,"win","Win","win","press",1,"press","press",1
"4056",16308,"SSCF0384",14,14,13,16,15,2632,681,446,1,"c.ai",3,"press",1,"GW","Go",1,308,4,16,"win","Win","win","press",1,"press","press",1
"4057",16311,"SSCF0384",14,14,13,16,15,2137,766,539,1,"c.ai",3,"press",1,"GW","Go",1,311,4,17,"win","Win","win","no_press",1,"no_press","no_press",0
"4058",16312,"SSCF0384",14,14,13,16,15,1486,535,0,0,"c.ai",3,"no_press",0,"GW","Go",0,312,4,18,"neutral","Win",NA,"press",1,"press","press",1
"4059",16317,"SSCF0384",14,14,13,16,15,1704,547,404,1,"c.ai",3,"press",1,"GW","Go",1,317,4,19,"win","Win","win","press",1,"press","press",1
"4060",16319,"SSCF0384",14,14,13,16,15,1367,812,446,0,"c.ai",3,"press",1,"GW","Go",1,319,4,20,"neutral","Win",NA,NA,0,NA,NA,NA
"4061",16321,"SSHW0093",4,4,1,2,3,2076,680,727,1,"c.ai",2,"press",1,"GW","Go",1,1,1,1,"win","Win","win","press",1,"press","press",1
"4062",16325,"SSHW0093",4,4,1,2,3,2599,611,726,1,"c.ai",2,"press",1,"GW","Go",1,5,1,2,"win","Win","win","press",1,"press","press",1
"4063",16326,"SSHW0093",4,4,1,2,3,2511,848,650,0,"c.ai",2,"press",1,"GW","Go",1,6,1,3,"neutral","Win",NA,"press",0,NA,"press",1
"4064",16328,"SSHW0093",4,4,1,2,3,1504,625,521,1,"c.ai",2,"press",1,"GW","Go",1,8,1,4,"win","Win","win","press",1,"press","press",1
"4065",16331,"SSHW0093",4,4,1,2,3,1660,663,536,0,"c.ai",2,"press",1,"GW","Go",1,11,1,5,"neutral","Win",NA,"press",0,NA,"press",1
"4066",16338,"SSHW0093",4,4,1,2,3,2009,761,649,1,"c.ai",2,"press",1,"GW","Go",1,18,1,6,"win","Win","win","press",1,"press","press",1
"4067",16342,"SSHW0093",4,4,1,2,3,3075,993,713,1,"c.ai",2,"press",1,"GW","Go",1,22,1,7,"win","Win","win","press",1,"press","press",1
"4068",16352,"SSHW0093",4,4,1,2,3,2253,832,719,1,"c.ai",2,"press",1,"GW","Go",1,32,1,8,"win","Win","win","press",1,"press","press",1
"4069",16356,"SSHW0093",4,4,1,2,3,2140,898,778,0,"c.ai",2,"press",1,"GW","Go",1,36,1,9,"neutral","Win",NA,"press",0,NA,"press",1
"4070",16360,"SSHW0093",4,4,1,2,3,2255,726,498,1,"c.ai",2,"press",1,"GW","Go",1,40,1,10,"win","Win","win","press",1,"press","press",1
"4071",16367,"SSHW0093",4,4,1,2,3,3024,653,751,1,"c.ai",2,"press",1,"GW","Go",1,47,1,11,"win","Win","win","press",1,"press","press",1
"4072",16368,"SSHW0093",4,4,1,2,3,1646,760,625,1,"c.ai",2,"press",1,"GW","Go",1,48,1,12,"win","Win","win","press",1,"press","press",1
"4073",16369,"SSHW0093",4,4,1,2,3,1637,509,595,0,"c.ai",2,"press",1,"GW","Go",1,49,1,13,"neutral","Win",NA,"press",0,NA,"press",1
"4074",16381,"SSHW0093",4,4,1,2,3,2649,966,577,1,"c.ai",2,"press",1,"GW","Go",1,61,1,14,"win","Win","win","press",1,"press","press",1
"4075",16383,"SSHW0093",4,4,1,2,3,1733,613,487,1,"c.ai",2,"press",1,"GW","Go",1,63,1,15,"win","Win","win","press",1,"press","press",1
"4076",16387,"SSHW0093",4,4,1,2,3,1922,565,572,1,"c.ai",2,"press",1,"GW","Go",1,67,1,16,"win","Win","win","press",1,"press","press",1
"4077",16388,"SSHW0093",4,4,1,2,3,2008,518,565,1,"c.ai",2,"press",1,"GW","Go",1,68,1,17,"win","Win","win","press",1,"press","press",1
"4078",16389,"SSHW0093",4,4,1,2,3,2925,925,533,1,"c.ai",2,"press",1,"GW","Go",1,69,1,18,"win","Win","win","press",1,"press","press",1
"4079",16391,"SSHW0093",4,4,1,2,3,2190,804,538,1,"c.ai",2,"press",1,"GW","Go",1,71,1,19,"win","Win","win","press",1,"press","press",1
"4080",16397,"SSHW0093",4,4,1,2,3,1880,561,420,1,"c.ai",2,"press",1,"GW","Go",1,77,1,20,"win","Win","win","press",1,"press",NA,NA
"4081",16401,"SSHW0093",6,6,7,8,5,1720,780,1114,1,"c.ai",2,"press",1,"GW","Go",1,81,2,1,"win","Win","win","press",1,"press","press",1
"4082",16403,"SSHW0093",6,6,7,8,5,2074,853,626,1,"c.ai",2,"press",1,"GW","Go",1,83,2,2,"win","Win","win","press",1,"press","press",1
"4083",16407,"SSHW0093",6,6,7,8,5,2173,617,641,1,"c.ai",2,"press",1,"GW","Go",1,87,2,3,"win","Win","win","press",1,"press","press",1
"4084",16408,"SSHW0093",6,6,7,8,5,1522,560,804,0,"c.ai",2,"press",1,"GW","Go",1,88,2,4,"neutral","Win",NA,"press",0,NA,"press",1
"4085",16409,"SSHW0093",6,6,7,8,5,2734,603,702,1,"c.ai",2,"press",1,"GW","Go",1,89,2,5,"win","Win","win","press",1,"press","press",1
"4086",16410,"SSHW0093",6,6,7,8,5,2054,832,725,1,"c.ai",2,"press",1,"GW","Go",1,90,2,6,"win","Win","win","press",1,"press","press",1
"4087",16414,"SSHW0093",6,6,7,8,5,2276,551,487,1,"c.ai",2,"press",1,"GW","Go",1,94,2,7,"win","Win","win","press",1,"press","press",1
"4088",16416,"SSHW0093",6,6,7,8,5,1576,604,688,1,"c.ai",2,"press",1,"GW","Go",1,96,2,8,"win","Win","win","press",1,"press","press",1
"4089",16422,"SSHW0093",6,6,7,8,5,1749,918,519,1,"c.ai",2,"press",1,"GW","Go",1,102,2,9,"win","Win","win","press",1,"press","press",1
"4090",16426,"SSHW0093",6,6,7,8,5,1510,854,572,0,"c.ai",2,"press",1,"GW","Go",1,106,2,10,"neutral","Win",NA,"press",0,NA,"press",1
"4091",16430,"SSHW0093",6,6,7,8,5,3219,935,502,1,"c.ai",2,"press",1,"GW","Go",1,110,2,11,"win","Win","win","press",1,"press","press",1
"4092",16444,"SSHW0093",6,6,7,8,5,1919,677,590,1,"c.ai",2,"press",1,"GW","Go",1,124,2,12,"win","Win","win","press",1,"press","press",1
"4093",16445,"SSHW0093",6,6,7,8,5,1792,910,599,1,"c.ai",2,"press",1,"GW","Go",1,125,2,13,"win","Win","win","press",1,"press","press",1
"4094",16449,"SSHW0093",6,6,7,8,5,1803,630,601,0,"c.ai",2,"press",1,"GW","Go",1,129,2,14,"neutral","Win",NA,"press",0,NA,"press",1
"4095",16452,"SSHW0093",6,6,7,8,5,1989,629,663,1,"c.ai",2,"press",1,"GW","Go",1,132,2,15,"win","Win","win","press",1,"press","press",1
"4096",16463,"SSHW0093",6,6,7,8,5,2442,726,482,1,"c.ai",2,"press",1,"GW","Go",1,143,2,16,"win","Win","win","press",1,"press","press",1
"4097",16466,"SSHW0093",6,6,7,8,5,2247,753,542,1,"c.ai",2,"press",1,"GW","Go",1,146,2,17,"win","Win","win","press",1,"press","press",1
"4098",16468,"SSHW0093",6,6,7,8,5,2435,766,444,1,"c.ai",2,"press",1,"GW","Go",1,148,2,18,"win","Win","win","press",1,"press","press",1
"4099",16469,"SSHW0093",6,6,7,8,5,2934,883,560,1,"c.ai",2,"press",1,"GW","Go",1,149,2,19,"win","Win","win","press",1,"press","press",1
"4100",16474,"SSHW0093",6,6,7,8,5,2484,609,457,0,"c.ai",2,"press",1,"GW","Go",1,154,2,20,"neutral","Win",NA,"press",0,NA,NA,NA
"4101",16484,"SSHW0093",10,10,9,12,11,1382,867,802,1,"c.ai",2,"press",1,"GW","Go",1,164,3,1,"win","Win","win","press",1,"press","press",1
"4102",16487,"SSHW0093",10,10,9,12,11,1000,767,603,1,"c.ai",2,"press",1,"GW","Go",1,167,3,2,"win","Win","win","press",1,"press","press",1
"4103",16489,"SSHW0093",10,10,9,12,11,1720,793,682,0,"c.ai",2,"press",1,"GW","Go",1,169,3,3,"neutral","Win",NA,"press",0,NA,"press",1
"4104",16495,"SSHW0093",10,10,9,12,11,2147,800,537,1,"c.ai",2,"press",1,"GW","Go",1,175,3,4,"win","Win","win","press",1,"press","press",1
"4105",16498,"SSHW0093",10,10,9,12,11,1342,691,584,1,"c.ai",2,"press",1,"GW","Go",1,178,3,5,"win","Win","win","press",1,"press","press",1
"4106",16503,"SSHW0093",10,10,9,12,11,1400,912,531,0,"c.ai",2,"press",1,"GW","Go",1,183,3,6,"neutral","Win",NA,"press",0,NA,"press",1
"4107",16507,"SSHW0093",10,10,9,12,11,2173,725,500,1,"c.ai",2,"press",1,"GW","Go",1,187,3,7,"win","Win","win","press",1,"press","press",1
"4108",16512,"SSHW0093",10,10,9,12,11,1614,988,537,1,"c.ai",2,"press",1,"GW","Go",1,192,3,8,"win","Win","win","press",1,"press","press",1
"4109",16513,"SSHW0093",10,10,9,12,11,2138,733,761,0,"c.ai",2,"press",1,"GW","Go",1,193,3,9,"neutral","Win",NA,"press",0,NA,"press",1
"4110",16519,"SSHW0093",10,10,9,12,11,3057,519,561,1,"c.ai",2,"press",1,"GW","Go",1,199,3,10,"win","Win","win","press",1,"press","press",1
"4111",16520,"SSHW0093",10,10,9,12,11,1743,939,463,1,"c.ai",2,"press",1,"GW","Go",1,200,3,11,"win","Win","win","press",1,"press","press",1
"4112",16521,"SSHW0093",10,10,9,12,11,2525,770,589,1,"c.ai",2,"press",1,"GW","Go",1,201,3,12,"win","Win","win","press",1,"press","press",1
"4113",16527,"SSHW0093",10,10,9,12,11,2203,929,524,1,"c.ai",2,"press",1,"GW","Go",1,207,3,13,"win","Win","win","press",1,"press","press",1
"4114",16532,"SSHW0093",10,10,9,12,11,2334,665,457,1,"c.ai",2,"press",1,"GW","Go",1,212,3,14,"win","Win","win","press",1,"press","press",1
"4115",16537,"SSHW0093",10,10,9,12,11,2503,611,509,1,"c.ai",2,"press",1,"GW","Go",1,217,3,15,"win","Win","win","press",1,"press","press",1
"4116",16546,"SSHW0093",10,10,9,12,11,2086,663,719,0,"c.ai",2,"press",1,"GW","Go",1,226,3,16,"neutral","Win",NA,"press",0,NA,"press",1
"4117",16547,"SSHW0093",10,10,9,12,11,2014,777,503,1,"c.ai",2,"press",1,"GW","Go",1,227,3,17,"win","Win","win","press",1,"press","press",1
"4118",16549,"SSHW0093",10,10,9,12,11,2420,836,615,1,"c.ai",2,"press",1,"GW","Go",1,229,3,18,"win","Win","win","press",1,"press","press",1
"4119",16550,"SSHW0093",10,10,9,12,11,1427,939,566,1,"c.ai",2,"press",1,"GW","Go",1,230,3,19,"win","Win","win","press",1,"press","press",1
"4120",16555,"SSHW0093",10,10,9,12,11,1576,559,475,1,"c.ai",2,"press",1,"GW","Go",1,235,3,20,"win","Win","win","press",1,"press",NA,NA
"4121",16566,"SSHW0093",14,14,13,16,15,2527,909,620,1,"c.ai",2,"press",1,"GW","Go",1,246,4,1,"win","Win","win","press",1,"press","press",1
"4122",16568,"SSHW0093",14,14,13,16,15,1610,600,522,0,"c.ai",2,"press",1,"GW","Go",1,248,4,2,"neutral","Win",NA,"press",0,NA,"press",1
"4123",16576,"SSHW0093",14,14,13,16,15,1832,751,507,1,"c.ai",2,"press",1,"GW","Go",1,256,4,3,"win","Win","win","press",1,"press","press",1
"4124",16585,"SSHW0093",14,14,13,16,15,1277,901,728,1,"c.ai",2,"press",1,"GW","Go",1,265,4,4,"win","Win","win","press",1,"press","press",1
"4125",16594,"SSHW0093",14,14,13,16,15,1470,766,525,1,"c.ai",2,"press",1,"GW","Go",1,274,4,5,"win","Win","win","press",1,"press","press",1
"4126",16598,"SSHW0093",14,14,13,16,15,1330,753,862,1,"c.ai",2,"press",1,"GW","Go",1,278,4,6,"win","Win","win","press",1,"press","press",1
"4127",16602,"SSHW0093",14,14,13,16,15,2202,726,629,1,"c.ai",2,"press",1,"GW","Go",1,282,4,7,"win","Win","win","press",1,"press","press",1
"4128",16603,"SSHW0093",14,14,13,16,15,1502,757,683,0,"c.ai",2,"press",1,"GW","Go",1,283,4,8,"neutral","Win",NA,"press",0,NA,"press",1
"4129",16605,"SSHW0093",14,14,13,16,15,2260,686,594,0,"c.ai",2,"press",1,"GW","Go",1,285,4,9,"neutral","Win",NA,"press",0,NA,"press",1
"4130",16609,"SSHW0093",14,14,13,16,15,2293,722,557,1,"c.ai",2,"press",1,"GW","Go",1,289,4,10,"win","Win","win","press",1,"press","press",1
"4131",16610,"SSHW0093",14,14,13,16,15,2194,779,554,1,"c.ai",2,"press",1,"GW","Go",1,290,4,11,"win","Win","win","press",1,"press","press",1
"4132",16612,"SSHW0093",14,14,13,16,15,1207,521,640,1,"c.ai",2,"press",1,"GW","Go",1,292,4,12,"win","Win","win","press",1,"press","press",1
"4133",16614,"SSHW0093",14,14,13,16,15,2460,957,505,1,"c.ai",2,"press",1,"GW","Go",1,294,4,13,"win","Win","win","press",1,"press","press",1
"4134",16618,"SSHW0093",14,14,13,16,15,1480,525,519,1,"c.ai",2,"press",1,"GW","Go",1,298,4,14,"win","Win","win","press",1,"press","press",1
"4135",16622,"SSHW0093",14,14,13,16,15,2039,837,598,1,"c.ai",2,"press",1,"GW","Go",1,302,4,15,"win","Win","win","press",1,"press","press",1
"4136",16625,"SSHW0093",14,14,13,16,15,1474,520,525,1,"c.ai",2,"press",1,"GW","Go",1,305,4,16,"win","Win","win","press",1,"press","press",1
"4137",16628,"SSHW0093",14,14,13,16,15,1528,660,570,0,"c.ai",2,"press",1,"GW","Go",1,308,4,17,"neutral","Win",NA,"press",0,NA,"press",1
"4138",16629,"SSHW0093",14,14,13,16,15,1205,592,655,1,"c.ai",2,"press",1,"GW","Go",1,309,4,18,"win","Win","win","press",1,"press","press",1
"4139",16631,"SSHW0093",14,14,13,16,15,1871,930,518,1,"c.ai",2,"press",1,"GW","Go",1,311,4,19,"win","Win","win","press",1,"press","press",1
"4140",16640,"SSHW0093",14,14,13,16,15,1755,785,477,1,"c.ai",2,"press",1,"GW","Go",1,320,4,20,"win","Win","win",NA,1,NA,NA,NA
"4141",16651,"SSTO0540",4,4,1,2,3,1655,580,0,0,"c.ai",3,"no_press",0,"GW","Go",0,11,1,1,"neutral","Win",NA,"press",1,"press","press",1
"4142",16656,"SSTO0540",4,4,1,2,3,1755,981,1143,1,"c.ai",3,"press",1,"GW","Go",1,16,1,2,"win","Win","win","press",1,"press","press",1
"4143",16659,"SSTO0540",4,4,1,2,3,1736,568,1186,1,"c.ai",3,"press",1,"GW","Go",1,19,1,3,"win","Win","win","press",1,"press","press",1
"4144",16662,"SSTO0540",4,4,1,2,3,3107,679,1492,1,"c.ai",3,"press",1,"GW","Go",1,22,1,4,"win","Win","win","press",1,"press","press",1
"4145",16663,"SSTO0540",4,4,1,2,3,2936,894,653,1,"c.ai",3,"press",1,"GW","Go",1,23,1,5,"win","Win","win","press",1,"press","press",1
"4146",16664,"SSTO0540",4,4,1,2,3,1615,650,492,1,"c.ai",3,"press",1,"GW","Go",1,24,1,6,"win","Win","win","press",1,"press","press",1
"4147",16667,"SSTO0540",4,4,1,2,3,2256,630,930,0,"c.ai",3,"press",1,"GW","Go",1,27,1,7,"neutral","Win",NA,"no_press",0,NA,"no_press",0
"4148",16673,"SSTO0540",4,4,1,2,3,1550,787,0,0,"c.ai",3,"no_press",0,"GW","Go",0,33,1,8,"neutral","Win",NA,"no_press",1,"no_press","no_press",0
"4149",16677,"SSTO0540",4,4,1,2,3,1474,686,0,0,"c.ai",3,"no_press",0,"GW","Go",0,37,1,9,"neutral","Win",NA,"no_press",1,"no_press","no_press",0
"4150",16679,"SSTO0540",4,4,1,2,3,2371,510,0,0,"c.ai",3,"no_press",0,"GW","Go",0,39,1,10,"neutral","Win",NA,"press",1,"press","press",1
"4151",16689,"SSTO0540",4,4,1,2,3,1246,665,1161,0,"c.ai",3,"press",1,"GW","Go",1,49,1,11,"neutral","Win",NA,"press",0,NA,"press",1
"4152",16690,"SSTO0540",4,4,1,2,3,1470,905,527,1,"c.ai",3,"press",1,"GW","Go",1,50,1,12,"win","Win","win","press",1,"press","press",1
"4153",16693,"SSTO0540",4,4,1,2,3,1531,653,716,1,"c.ai",3,"press",1,"GW","Go",1,53,1,13,"win","Win","win","no_press",1,"no_press","no_press",0
"4154",16697,"SSTO0540",4,4,1,2,3,1733,768,0,0,"c.ai",3,"no_press",0,"GW","Go",0,57,1,14,"neutral","Win",NA,"press",1,"press","press",1
"4155",16698,"SSTO0540",4,4,1,2,3,1871,543,486,1,"c.ai",3,"press",1,"GW","Go",1,58,1,15,"win","Win","win","press",1,"press","press",1
"4156",16701,"SSTO0540",4,4,1,2,3,1668,797,579,1,"c.ai",3,"press",1,"GW","Go",1,61,1,16,"win","Win","win","press",1,"press","press",1
"4157",16706,"SSTO0540",4,4,1,2,3,2151,808,394,1,"c.ai",3,"press",1,"GW","Go",1,66,1,17,"win","Win","win","press",1,"press","press",1
"4158",16708,"SSTO0540",4,4,1,2,3,2734,976,645,0,"c.ai",3,"press",1,"GW","Go",1,68,1,18,"neutral","Win",NA,"press",0,NA,"press",1
"4159",16714,"SSTO0540",4,4,1,2,3,1815,857,857,0,"c.ai",3,"press",1,"GW","Go",1,74,1,19,"neutral","Win",NA,"press",0,NA,"press",1
"4160",16718,"SSTO0540",4,4,1,2,3,2936,867,762,1,"c.ai",3,"press",1,"GW","Go",1,78,1,20,"win","Win","win","press",1,"press",NA,NA
"4161",16722,"SSTO0540",8,8,5,6,7,1759,745,548,1,"c.ai",3,"press",1,"GW","Go",1,82,2,1,"win","Win","win","no_press",1,"no_press","no_press",0
"4162",16726,"SSTO0540",8,8,5,6,7,2253,944,0,0,"c.ai",3,"no_press",0,"GW","Go",0,86,2,2,"neutral","Win",NA,"no_press",1,"no_press","no_press",0
"4163",16729,"SSTO0540",8,8,5,6,7,2550,803,0,0,"c.ai",3,"no_press",0,"GW","Go",0,89,2,3,"neutral","Win",NA,"press",1,"press","press",1
"4164",16743,"SSTO0540",8,8,5,6,7,1510,575,1163,1,"c.ai",3,"press",1,"GW","Go",1,103,2,4,"win","Win","win","no_press",1,"no_press","no_press",0
"4165",16749,"SSTO0540",8,8,5,6,7,2140,711,0,0,"c.ai",3,"no_press",0,"GW","Go",0,109,2,5,"neutral","Win",NA,"press",1,"press","press",1
"4166",16752,"SSTO0540",8,8,5,6,7,1418,957,716,0,"c.ai",3,"press",1,"GW","Go",1,112,2,6,"neutral","Win",NA,"no_press",0,NA,"no_press",0
"4167",16755,"SSTO0540",8,8,5,6,7,2065,835,0,0,"c.ai",3,"no_press",0,"GW","Go",0,115,2,7,"neutral","Win",NA,"no_press",1,"no_press","no_press",0
"4168",16764,"SSTO0540",8,8,5,6,7,1743,510,0,0,"c.ai",3,"no_press",0,"GW","Go",0,124,2,8,"neutral","Win",NA,"press",1,"press","press",1
"4169",16765,"SSTO0540",8,8,5,6,7,2763,734,553,0,"c.ai",3,"press",1,"GW","Go",1,125,2,9,"neutral","Win",NA,"press",0,NA,"press",1
"4170",16766,"SSTO0540",8,8,5,6,7,2040,889,468,1,"c.ai",3,"press",1,"GW","Go",1,126,2,10,"win","Win","win","press",1,"press","press",1
"4171",16767,"SSTO0540",8,8,5,6,7,1919,874,511,1,"c.ai",3,"press",1,"GW","Go",1,127,2,11,"win","Win","win","press",1,"press","press",1
"4172",16770,"SSTO0540",8,8,5,6,7,1646,675,646,1,"c.ai",3,"press",1,"GW","Go",1,130,2,12,"win","Win","win","press",1,"press","press",1
"4173",16772,"SSTO0540",8,8,5,6,7,2800,974,537,0,"c.ai",3,"press",1,"GW","Go",1,132,2,13,"neutral","Win",NA,"press",0,NA,"press",1
"4174",16773,"SSTO0540",8,8,5,6,7,2581,692,409,1,"c.ai",3,"press",1,"GW","Go",1,133,2,14,"win","Win","win","press",1,"press","press",1
"4175",16774,"SSTO0540",8,8,5,6,7,1461,760,487,1,"c.ai",3,"press",1,"GW","Go",1,134,2,15,"win","Win","win","press",1,"press","press",1
"4176",16775,"SSTO0540",8,8,5,6,7,2334,721,540,1,"c.ai",3,"press",1,"GW","Go",1,135,2,16,"win","Win","win","press",1,"press","press",1
"4177",16777,"SSTO0540",8,8,5,6,7,1551,949,639,0,"c.ai",3,"press",1,"GW","Go",1,137,2,17,"neutral","Win",NA,"press",0,NA,"press",1
"4178",16780,"SSTO0540",8,8,5,6,7,2332,607,498,1,"c.ai",3,"press",1,"GW","Go",1,140,2,18,"win","Win","win","press",1,"press","press",1
"4179",16781,"SSTO0540",8,8,5,6,7,3460,520,483,1,"c.ai",3,"press",1,"GW","Go",1,141,2,19,"win","Win","win","press",1,"press","press",1
"4180",16784,"SSTO0540",8,8,5,6,7,2649,717,442,1,"c.ai",3,"press",1,"GW","Go",1,144,2,20,"win","Win","win","press",1,"press",NA,NA
"4181",16802,"SSTO0540",10,10,9,12,11,1556,604,571,1,"c.ai",3,"press",1,"GW","Go",1,162,3,1,"win","Win","win","no_press",1,"no_press","no_press",0
"4182",16815,"SSTO0540",10,10,9,12,11,1857,960,0,1,"c.ai",3,"no_press",0,"GW","Go",0,175,3,2,"win","Win","win","no_press",0,NA,"no_press",0
"4183",16822,"SSTO0540",10,10,9,12,11,1000,908,0,0,"c.ai",3,"no_press",0,"GW","Go",0,182,3,3,"neutral","Win",NA,"no_press",1,"no_press","no_press",0
"4184",16825,"SSTO0540",10,10,9,12,11,1978,812,0,0,"c.ai",3,"no_press",0,"GW","Go",0,185,3,4,"neutral","Win",NA,"press",1,"press","press",1
"4185",16828,"SSTO0540",10,10,9,12,11,2114,968,348,1,"c.ai",3,"press",1,"GW","Go",1,188,3,5,"win","Win","win","press",1,"press","press",1
"4186",16839,"SSTO0540",10,10,9,12,11,1422,782,608,0,"c.ai",3,"press",1,"GW","Go",1,199,3,6,"neutral","Win",NA,"no_press",0,NA,"no_press",0
"4187",16841,"SSTO0540",10,10,9,12,11,2243,552,0,0,"c.ai",3,"no_press",0,"GW","Go",0,201,3,7,"neutral","Win",NA,"press",1,"press","press",1
"4188",16842,"SSTO0540",10,10,9,12,11,1526,643,466,0,"c.ai",3,"press",1,"GW","Go",1,202,3,8,"neutral","Win",NA,"press",0,NA,"press",1
"4189",16843,"SSTO0540",10,10,9,12,11,2020,881,804,1,"c.ai",3,"press",1,"GW","Go",1,203,3,9,"win","Win","win","press",1,"press","press",1
"4190",16846,"SSTO0540",10,10,9,12,11,2087,849,772,1,"c.ai",3,"press",1,"GW","Go",1,206,3,10,"win","Win","win","press",1,"press","press",1
"4191",16847,"SSTO0540",10,10,9,12,11,2247,872,817,1,"c.ai",3,"press",1,"GW","Go",1,207,3,11,"win","Win","win","press",1,"press","press",1
"4192",16852,"SSTO0540",10,10,9,12,11,2202,737,618,1,"c.ai",3,"press",1,"GW","Go",1,212,3,12,"win","Win","win","press",1,"press","press",1
"4193",16855,"SSTO0540",10,10,9,12,11,2211,749,637,1,"c.ai",3,"press",1,"GW","Go",1,215,3,13,"win","Win","win","press",1,"press","press",1
"4194",16866,"SSTO0540",10,10,9,12,11,1631,709,741,1,"c.ai",3,"press",1,"GW","Go",1,226,3,14,"win","Win","win","press",1,"press","press",1
"4195",16867,"SSTO0540",10,10,9,12,11,1502,940,581,0,"c.ai",3,"press",1,"GW","Go",1,227,3,15,"neutral","Win",NA,"press",0,NA,"press",1
"4196",16868,"SSTO0540",10,10,9,12,11,1000,681,387,1,"c.ai",3,"press",1,"GW","Go",1,228,3,16,"win","Win","win","press",1,"press","press",1
"4197",16870,"SSTO0540",10,10,9,12,11,1474,796,520,1,"c.ai",3,"press",1,"GW","Go",1,230,3,17,"win","Win","win","press",1,"press","press",1
